Country,Scale,Region,Mandatory policy,Marine Specific,marine included,Implicit_Explicit,Type, Focus,Name,Legislation,Year,Name of Legislation,Objective,Mechanism,Length,Stage,Confirmed,"
Goal",Source,Other/ Notes,
Poland,European Union,Europe,Yes,No,Yes,Implicit,Compensation,Biodiversity,Natura 2000 (Marine),Legislation,2010,"*EU: In the Member States of the European Union, several Directives relevant to compensation are applicable, including the Birds and Habitats Directives, the European Liability Directive, and the EIA and SEA Directives.","EU legislation protects a wide variety of habitats and species. Compensation for damage occurring in Natura 2000 sites is a legal requirement of the EU Birds and Habitats Directives.

Although some working group participants suggest the NNL Initiative should be
restricted to the terrestrial and freshwater environment, others considered it
should also extend to coastal and marine environments. The Strategy and Staff
Working Paper are silent on this issue. Coastal habitats, like many freshwater or
high altitude habitats, are very dynamic and subject to rapid and large-scale
shifts in their physical characteristics (e.g. through coastal erosion, flooding,
rock-fall) with important consequences for biodiversity. This creates specific
challenges to assessing impacts and designing appropriate offsets. The marine
environment presents some additional challenges in applying the mitigation
hierarchy and compensating for residual impacts although there is growing
experience in this in Europe and worldwide, not least from impact assessments
done for marine Natura 2000 sites. 32 It remains debatable whether knowledge is
sufficient to apply compensation in the marine environment in a comprehensive
and systematic way but there is nonetheless considerable potential for offsetting
some types of impacts (e.g. of coastal defences, ports and navigation, energy
infrastructure) in the marine environment, while ensuring additional gains with
regard to existing legal obligations under the MSFD and the nature directives.
Whilst re-creation per se of sea-bed habitats is very difficult, restoration or ?functional re-creation? measures and averted risk offsets33 both offer opportunities in the marine environment. Similarly, although offsetting at the coast requires the resolution of different issues - not least reversibility questions associated with coastal erosion or with saline inundation34 - experience in coastal habitat restoration, creation and enhancement also continues to evolve. Further there may be opportunities to compensate for some marine activities by offsetting in the coastal environment.",,Unable to determine,In Progress,confirmed,NNL,"Tucker, Graham; Allen, Ben; Conway,
Mavourneen; Dickie, Ian; Hart, Kaley; Rayment, Matt; Schulp, Catharina; van Teeffelen,
Astrid (2013) Policy Options for an EU No Net Loss Initiative. Report to the European
Commission. Institute for European Environmental Policy, London.

http://ec.europa.eu/environment/nature/biodiversity/nnl/pdf/Subgroup_NNL_Scope_Objectives.pdf",,
Portugal ,European Union,Europe,Yes,No,Yes,Implicit,Compensation,Biodiversity,Natura 2000 (Marine),Legislation,2010,"*EU: In the Member States of the European Union, several Directives relevant to compensation are applicable, including the Birds and Habitats Directives, the European Liability Directive, and the EIA and SEA Directives.","EU legislation protects a wide variety of habitats and species. Compensation for damage occurring in Natura 2000 sites is a legal requirement of the EU Birds and Habitats Directives.

Although some working group participants suggest the NNL Initiative should be
restricted to the terrestrial and freshwater environment, others considered it
should also extend to coastal and marine environments. The Strategy and Staff
Working Paper are silent on this issue. Coastal habitats, like many freshwater or
high altitude habitats, are very dynamic and subject to rapid and large-scale
shifts in their physical characteristics (e.g. through coastal erosion, flooding,
rock-fall) with important consequences for biodiversity. This creates specific
challenges to assessing impacts and designing appropriate offsets. The marine
environment presents some additional challenges in applying the mitigation
hierarchy and compensating for residual impacts although there is growing
experience in this in Europe and worldwide, not least from impact assessments
done for marine Natura 2000 sites. 32 It remains debatable whether knowledge is
sufficient to apply compensation in the marine environment in a comprehensive
and systematic way but there is nonetheless considerable potential for offsetting
some types of impacts (e.g. of coastal defences, ports and navigation, energy
infrastructure) in the marine environment, while ensuring additional gains with
regard to existing legal obligations under the MSFD and the nature directives.
Whilst re-creation per se of sea-bed habitats is very difficult, restoration or ?functional re-creation? measures and averted risk offsets33 both offer opportunities in the marine environment. Similarly, although offsetting at the coast requires the resolution of different issues - not least reversibility questions associated with coastal erosion or with saline inundation34 - experience in coastal habitat restoration, creation and enhancement also continues to evolve. Further there may be opportunities to compensate for some marine activities by offsetting in the coastal environment.",,Unable to determine,In Progress,confirmed,NNL,"Tucker, Graham; Allen, Ben; Conway,
Mavourneen; Dickie, Ian; Hart, Kaley; Rayment, Matt; Schulp, Catharina; van Teeffelen,
Astrid (2013) Policy Options for an EU No Net Loss Initiative. Report to the European
Commission. Institute for European Environmental Policy, London.

http://ec.europa.eu/environment/nature/biodiversity/nnl/pdf/Subgroup_NNL_Scope_Objectives.pdf",,
Qatar,National,Asia,Yes,Yes,Yes,Explicit,Offset,Mangrove,NNL of mangrove,Legislation,unknown,,No net loss of mangroves (TenKate and Crowe 2014),,unable to determine,Preliminary,unconfirmed,NNL,Darbi et al. 2016; TenKate et al. 2014;,,
Qatar,Organisation,Asia,Yes,No,Yes,Explicit,Offset,Biodiversity,"Royal Dutch Shell Qatar - PEARL GTL PROJECT
",Voluntary,unknown,,,,unable to determine,In Progress,confirmed,," (Forest Trends. Mitigation Mail. 2008. http://www.forest-trends.org/documents/newsletters/mitmail.php?newsletterID=37

https://green.blogs.nytimes.com/2008/10/14/chatting-with-shell-about-co2/?_r=0

https://www.cbd.int/doc/meetings/cop/cop-09/information/cop-09-inf-29-en.pdf

Sillitoe, P., Alshawi, A. A., & Hassan, A. K. A. A. (2010). Challenges to conservation: land use change and local participation in the Al Reem Biosphere Reserve, West Qatar. Journal of ethnobiology and ethnomedicine, 6(1), 1.https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2987904/","A skeptic of mitigation for environmental impacts discusses biodiversity offsets with particular emphasis on a Royal Dutch Shell Qatar biodiversity offset project in development.  Shell is planning on building a 300-hectare onshore facility?the world?s largest?in northeast Qatar.  In consultation with the Business and Biodiversity Offset Program, a nonprofit run jointly by Forest Trends, Conservation International and the Wildlife Conservation Society, Shell has assessed environmental impacts of its site and is currently in the process of selecting sites to offset the impact.  Some of their offset options include preserving terrestrial areas similar to the onshore facility, improving nesting sites for hawksbill turtles, and preserving coral reefs (Forest Trends 2008).",
Romania,European Union,Europe,Yes,No,Yes,Implicit,Compensation,Biodiversity,Natura 2000 (Marine),Legislation,2010,"*EU: In the Member States of the European Union, several Directives relevant to compensation are applicable, including the Birds and Habitats Directives, the European Liability Directive, and the EIA and SEA Directives.","EU legislation protects a wide variety of habitats and species. Compensation for damage occurring in Natura 2000 sites is a legal requirement of the EU Birds and Habitats Directives.

Although some working group participants suggest the NNL Initiative should be
restricted to the terrestrial and freshwater environment, others considered it
should also extend to coastal and marine environments. The Strategy and Staff
Working Paper are silent on this issue. Coastal habitats, like many freshwater or
high altitude habitats, are very dynamic and subject to rapid and large-scale
shifts in their physical characteristics (e.g. through coastal erosion, flooding,
rock-fall) with important consequences for biodiversity. This creates specific
challenges to assessing impacts and designing appropriate offsets. The marine
environment presents some additional challenges in applying the mitigation
hierarchy and compensating for residual impacts although there is growing
experience in this in Europe and worldwide, not least from impact assessments
done for marine Natura 2000 sites. 32 It remains debatable whether knowledge is
sufficient to apply compensation in the marine environment in a comprehensive
and systematic way but there is nonetheless considerable potential for offsetting
some types of impacts (e.g. of coastal defences, ports and navigation, energy
infrastructure) in the marine environment, while ensuring additional gains with
regard to existing legal obligations under the MSFD and the nature directives.
Whilst re-creation per se of sea-bed habitats is very difficult, restoration or ?functional re-creation? measures and averted risk offsets33 both offer opportunities in the marine environment. Similarly, although offsetting at the coast requires the resolution of different issues - not least reversibility questions associated with coastal erosion or with saline inundation34 - experience in coastal habitat restoration, creation and enhancement also continues to evolve. Further there may be opportunities to compensate for some marine activities by offsetting in the coastal environment.",,unable to determine,In Progress,confirmed,NNL,"Tucker, Graham; Allen, Ben; Conway,
Mavourneen; Dickie, Ian; Hart, Kaley; Rayment, Matt; Schulp, Catharina; van Teeffelen,
Astrid (2013) Policy Options for an EU No Net Loss Initiative. Report to the European
Commission. Institute for European Environmental Policy, London.

http://ec.europa.eu/environment/nature/biodiversity/nnl/pdf/Subgroup_NNL_Scope_Objectives.pdf",,
Russian Federation,National,Asia,Yes,No,Yes,Implicit,Offset,Environment,"""On protection of the environment'",Legislation,2002,"article 77 of federal law No. 7 of 10 January 2002

- Environmental law (2002).
""Environmental protection"" is the activity of governmental bodies of the Russian Federation, governmental bodies of Russian regions, local government bodies, public and other non- commercial associations, legal entities and natural persons aimed at preserving and restoring natural environment, rational use and reproduction of natural resources, prevention of ? negative effect of economic and other activities on the environment and elimination of the consequences of such effects (hereinafter also referred to as ""natural environment preservation activity"")"".
The law includes the EIA. (GiBop 2018)",,"General provisions on offsetting environmental impacts, including on fauna and ecosystems, are regulated by article 77 of
federal law No. 7 of 10 January 2002 ""on protection of the environment"": moral and physical persons responsible for
environmental impacts produced by the pollution, impoverishment, destruction and irrational exploitation of natural resources,
damage and rupture of the equilibrium of natural ecological systems or impacts on landscapes, and any other threat to the law
in the domain of the environment, are obliged to fully offset them in compliance with the legislation. Nonetheless, the
legislation is ambiguous as article 78 stipulates that environmental offsets are implemented on a voluntary basis or based on
notification of a court judgement. Under the terms of Russian legislation, the development of green spaces is considered to be
one method of offsetting environmental impacts.
Impacts on specific components of the environment and on biodiversity are also regulated by:
article 56 of federal law No. 52 of 24 April 1995 ""on wildlife"";
article 100 of federal law No. 200 of the Forest Code of the Russian Federation of 4 December 2006;
article 69 of federal law No. 74 of the Water Code of the Russian Federation of 3 June 2006;
article 53 of federal law No. 166 of 20 December 2004 ""on fisheries and conservation of aquatic biological resources"".
In theory, offsets relate to all species of fauna and flora. They can be implemented via measures in-kind or via financial
transfers. The latter are paid into the account of the municipal budget in accordance with Budget Code N 145 of the Russian
Federation of 31 July 1998, and are not assigned as targeted compensation. The calculation of the amount does not take into
consideration the actual level of the impacts or the cost of the measures to restore habitats, but is essentially based on the
number of species concerned according to the methods and taxes approved by the authorities. In some cases, these financial
transfers are not intended to fund biodiversity offsets. For example, financial resources intended to offset the effect on the
biological resources of aquatic environments are used by the Federal Fisheries Agency to develop the business of aquacultural
enterprises, and not to safeguard the biodiversity of these areas (Morandeau and Villaysak 2012).

In 14 of the countries studied, financial transfers may be substituted for offsets. In other words, a project developer is allowed to pay a sum as a means of offsetting, and does not then need to account for the suitability or successful implementation of the measures planned in light of the residual impacts of its project. Financial transfers have different configurations in different
countries. A distinction is made between:...financial transfers considered to be an offset method in their own right, equal to the measures ?in-kind? implemented
by the project developer. This is the case in India (CAMPA9), Brazil (National System of Conservation Units10), the United States (in-lieu fee programme11), the state of South Australia (Native Vegetation and Scattered Trees Offsets
Program), Norway and Russia....In Russia, financial transfers are not necessarily allocated to ecological measures: for example, transfers intended to offset
impacts on biological resources in aquatic environments are used by the Federal Fisheries Agency to develop the activity of
aquacultural industrialists and not to safeguard the biodiversity of these areas(Morandeau and Villaysak 2012)..",unable to determine,In Progress,confirmed,,Morandeau and Villaysak 2012.,"In most countries, sector-specific laws have been introduced to preserve biodiversity components that present particular challenges, such as wetlands (Canada, Russia and the United States),",
Russian Federation,Organisation,Asia,Yes,No,Unable to determine,Unable to determine,Compensation,,UNDP Pilot Project for 'in-kind' compensation,Voluntary,unknown,,"The main thrust of this project is to encourage companies to consider ?in-kind? compensation for biodiversity loss, and preferably offsets.",,unable to determine,In Progress,confirmed,,"Darbi et al. 2016; 

http://www.undp.ru/index.php?iso=RU&lid=1&cmd=programs&id=205","UNDP aims to build the capacity of the Russian energy sector to minimize negative impacts on biodiversity and mainstream biodiversity in the operations of energy resource extractive and power producing companies. The UNDP project targets companies operating in the coal mining, hydropower, and oil and gas sectors. Although EIA is required in Russia, biodiversity is often poorly addressed; there is no specific requirement for biodiversity assessment or ?in-kind? compensation for
biodiversity damage, and no explicit guidance. Existing compensation mechanisms focus predominantly on payments to government for such damage. UNDP is running pilot initiatives in different regions of the Russian Federation. A number of existing ?in-kind? compensation activities being provided by partner companies will be evaluated, and General Guidelines for ?best practice? offsetting are to be prepared. These Guidelines are to draw on current ?best practice? around the
world and respond to the needs of target stakeholders. The project began in 2011 and runs until 2017. It involves various Ministries (energy, economic development) and NGOs, as well as energy companies. (Darbi et al. 2016).",
Saipan,National,Pacific,Yes,No,No,Neither,Mitigation ,,,Legislation,1998,U.S. Endangered Species List,"Saipan, part of the US Commonwealth of the Northern Mariana Islands, is the location of the Saipan Upland Mitigation Bank. The bank sets a precedent as the  rst mitigation bank in the region and follows the US mitigation banking system. Established in 1998 to protect the habitat of the Nightingale Reed-Warbler, a bird on the Endangered Species List since 1970, the bank?s surrounding areas are under pressure from homestead development. The bank has 418.9 hectares under protection, with a proposed expansion of 62.4 hectares.6,7 (Madsen et al. 2011).",,unable to determine,,,,"Madsen et al. 2011

6. SpeciesBanking.com, ?Saipan Upland Mitigation
Bank listing,? http://www.speciesbanking.
com/pages/dynamic/banks.page.php?page_
id=7257&eod=1
7. Markit, ?A World First Biodiversity Registry,?
ht tp://www.marki tenvi ronmental . com/
ecosystemworld.php","The presence of EIAs in the region may lay a
framework for biodiversity markets - two offset
programs/projects already in existence are
located in Malaysia and Saipan.",
Senegel,National,Africa,Yes,No,Unable to determine,Unable to determine,EIA,,,Legislation,,,,,unable to determine,Potential,confirmed,,,. In Egypt and several other countries like Morocco and Senegal the focus is the EIA system.,
Sierra Leone,National,Africa,Yes,No,No,Neither,Offset,,"Abdulai Barrie then presented a case study of a biodiversity offset project in Sierra Leone. The
Bumbuna Hydro-electric project is undertaking compensatory conservation to offset the
construction of a major dam. The presentation focused on financing, institutional and social
issues. As well as support from the World Bank and African Development Bank, a key financing 
4
mechanism will be a 3% electricity tariff to be used for community development and
environmental management.",Voluntary,,The Bumbuna Hydroelectric Project (BHP),,,unable to determine,Implemented,,,"Kormos, R., Kormos, C. F., Humle, T., Lanjouw, A., Rainer, H., Victurine, R., ... & Williamson, E. A. (2014). Great apes and biodiversity offset projects in Africa: the case for national offset strategies. PloS one, 9(11), e111671.

http://projects.worldbank.org/P086801/sl-bumbuna-hydroelectric-environmental-social-management-project?lang=en&tab=overview",,
Singapore,National,Asia,Yes,No,Yes,Explicit,EIA,Environment,,Legislation,1999,Environmental Protection Act 1999,,,,Potential,confirmed,,"Madsen et al. 2011; ICCM-IUCN 2013;

Hesp, P. A. (1995). The Environmental Impact Assessment process in Singapore with particular respect to coastal environments and the role of NGOs. Journal of Coastal Conservation, 1(2), 135-144. http://www.aecen.org/sites/default/files/singapore_eia_casestudy_coastalandngorole.pdf",,
Slovakia,European Union,Europe,Yes,No ,No,Neither,Compensation,,No marine natura sites,Legislation,,"*EU: In the Member States of the European Union, several Directives relevant to compensation are applicable, including the Birds and Habitats Directives, the European Liability Directive, and the EIA and SEA Directives.

Federal Act 17 1992, Act No. 127/1994 on EIA","EU legislation protects a wide variety of habitats and species. Compensation for damage occurring in Natura 2000 sites is a legal requirement of the EU Birds and Habitats Directives.

Although some working group participants suggest the NNL Initiative should be
restricted to the terrestrial and freshwater environment, others considered it
should also extend to coastal and marine environments. The Strategy and Staff
Working Paper are silent on this issue. Coastal habitats, like many freshwater or
high altitude habitats, are very dynamic and subject to rapid and large-scale
shifts in their physical characteristics (e.g. through coastal erosion, flooding,
rock-fall) with important consequences for biodiversity. This creates specific
challenges to assessing impacts and designing appropriate offsets. The marine
environment presents some additional challenges in applying the mitigation
hierarchy and compensating for residual impacts although there is growing
experience in this in Europe and worldwide, not least from impact assessments
done for marine Natura 2000 sites. 32 It remains debatable whether knowledge is
sufficient to apply compensation in the marine environment in a comprehensive
and systematic way but there is nonetheless considerable potential for offsetting
some types of impacts (e.g. of coastal defences, ports and navigation, energy
infrastructure) in the marine environment, while ensuring additional gains with
regard to existing legal obligations under the MSFD and the nature directives.
Whilst re-creation per se of sea-bed habitats is very difficult, restoration or ?functional re-creation? measures and averted risk offsets33 both offer opportunities in the marine environment. Similarly, although offsetting at the coast requires the resolution of different issues - not least reversibility questions associated with coastal erosion or with saline inundation34 - experience in coastal habitat restoration, creation and enhancement also continues to evolve. Further there may be opportunities to compensate for some marine activities by offsetting in the coastal environment.",,,Not yet implemented fully,,NNL,"Tucker, Graham; Allen, Ben; Conway,
Mavourneen; Dickie, Ian; Hart, Kaley; Rayment, Matt; Schulp, Catharina; van Teeffelen,
Astrid (2013) Policy Options for an EU No Net Loss Initiative. Report to the European
Commission. Institute for European Environmental Policy, London.

http://ec.europa.eu/environment/nature/biodiversity/nnl/pdf/Subgroup_NNL_Scope_Objectives.pdf",,
Slovenia,European Union,Europe,Yes,No,Yes,Implicit,Compensation,Biodiversity,Natura 2000 (Marine),Legislation,2010,"*EU: In the Member States of the European Union, several Directives relevant to compensation are applicable, including the Birds and Habitats Directives, the European Liability Directive, and the EIA and SEA Directives.","EU legislation protects a wide variety of habitats and species. Compensation for damage occurring in Natura 2000 sites is a legal requirement of the EU Birds and Habitats Directives.

Although some working group participants suggest the NNL Initiative should be
restricted to the terrestrial and freshwater environment, others considered it
should also extend to coastal and marine environments. The Strategy and Staff
Working Paper are silent on this issue. Coastal habitats, like many freshwater or
high altitude habitats, are very dynamic and subject to rapid and large-scale
shifts in their physical characteristics (e.g. through coastal erosion, flooding,
rock-fall) with important consequences for biodiversity. This creates specific
challenges to assessing impacts and designing appropriate offsets. The marine
environment presents some additional challenges in applying the mitigation
hierarchy and compensating for residual impacts although there is growing
experience in this in Europe and worldwide, not least from impact assessments
done for marine Natura 2000 sites. 32 It remains debatable whether knowledge is
sufficient to apply compensation in the marine environment in a comprehensive
and systematic way but there is nonetheless considerable potential for offsetting
some types of impacts (e.g. of coastal defences, ports and navigation, energy
infrastructure) in the marine environment, while ensuring additional gains with
regard to existing legal obligations under the MSFD and the nature directives.
Whilst re-creation per se of sea-bed habitats is very difficult, restoration or ?functional re-creation? measures and averted risk offsets33 both offer opportunities in the marine environment. Similarly, although offsetting at the coast requires the resolution of different issues - not least reversibility questions associated with coastal erosion or with saline inundation34 - experience in coastal habitat restoration, creation and enhancement also continues to evolve. Further there may be opportunities to compensate for some marine activities by offsetting in the coastal environment.","In 14 of the countries studied, financial transfers may be substituted for offsets. In other words, a project developer is allowed to pay a sum as a means of offsetting, and does not then need to account for the suitability or successful implementation of the measures planned in light of the residual impacts of its project. Financial transfers have different configurations in different
countries. A distinction is made between: financial transfers tolerated but ranked below measures ?in-kind?, as is the case in the Netherlands (Fauna and Flora Act and Forest Act), Slovenia, Quebec (Canada), New Zealand, Morocco and Queensland, Australia (Marine Fish Habitat Offsets Program); (Morandeau and Villaysack 2012)",,Established,confirmed,NNL,"Tucker, Graham; Allen, Ben; Conway,
Mavourneen; Dickie, Ian; Hart, Kaley; Rayment, Matt; Schulp, Catharina; van Teeffelen,
Astrid (2013) Policy Options for an EU No Net Loss Initiative. Report to the European
Commission. Institute for European Environmental Policy, London; Morandeau and Villaysack 2012

http://ec.europa.eu/environment/nature/biodiversity/nnl/pdf/Subgroup_NNL_Scope_Objectives.pdf","Slovenia has no legal instrument other than the European directives. Offsets therefore focus on protected habitats and species. In the Natura 2000 area, which covers 35% of the national territory, offsets can also relate to unprotected biodiversity. The Ministry of Agriculture and the Environment defends a concentrated development policy and rejects projects that lead to the fragmentation of habitats. Of the 30% of projects giving rise to offsets, 90% of the measures prescribed are effectively implemented. (2011 survey of economic services on offsetting). Although financial transfers are authorised, the Ministry of Agriculture and the Environment is not in favour of them as they do
not allow the project developers to be held responsible. The Ministry insists its recommendations are heard, particularly in the alpine region, where the municipalities are in favour of proposals of financial compensation faced with the high pressure on natural habitats (tourism complexes).",
South Africa,National ,Africa,Yes,No,Yes,Explicit,Offset,Biodiversity,,Legislation,1998," National Environment Management Act (NEMA 1998)
Federal Guidance under development

General Environmental Law: National Environmental Management Act 107 (1998) : no word on 'compensation/compensate/offset'. Mitigation is used in a broad context. However, as reported by FFI in its review of SA's biodiversity offset policies, the word 'remedy' in this legislation is what is understood by regulators to be the justification to request for biodiversity offset as part of the EIA process without a standalone regulation or explicit requirement regarding offset.

Provincial Offset Guideline:
Kwazulu-natal Offset Guideline
Western Cape Offset Guideline

Both require the need for offset to be identified during the EIA process following the mitigation hierarchy in accordance with NEMA (FFI, 2015)

In 2014, the national wetland offset guidelines is issued by SANBI --> primarily aimed at the water use authorisation process, either as part of an application for a Water Use License under the National Water Act or as part of an EIA under the NEMA (FFI, 2015)
",,,,In Progress,,,"Darbi et al. 2016; FFI. 2015. BIODIVERSITY OFFSETS: LESSONS
LEARNT FROM POLICY AND PRACTICE
COUNTRY SUMMARY REPORT: SOUTH AFRICA.available from http://www.fauna-flora.org/wp-content/uploads/FFI-2015-Biodiversity-Offsets-South-Africa.pdf

Macfarlane, D., Holness, S.D., von Hase, A., Brownlie, S. & Dini, J. (2014) Wetland offsets: a best-practice
guideline for South Africa. South African National Biodiversity Institute and the Department of Water Affairs

1. Manuel, J. (2013): Overview of the South African framework for Biodiversity Offsets. BBOP Community of Practice, 22 May 2013
2. Darbi et al. (2009) (Darbi, M.; Ohlenburg, H.; Herberg, A.; Wende, W., Skambracks, D. & Herbert, M.): International Approaches to Compensation for Impacts on Biological Diversity. Final Report.
3. DEA&DP: Department of Environmental Affairs and Development Planning. (2011). Information Document on Biodiversity Offsets. EIA Guideline and Information Document Series. Western Cape, South Africa.
4. Department of Environmental Affairs and Development Planning. 2007. Provincial Guideline on Biodiversity Offsets. Republic of South Africa, Provincial Government of the Western Cape, Department of Environmental Affairs & Development Planning, Cape Town.
5. EKZNW: Ezemvelo KZN Wildlife. (2013). Comprehensive Guideline for Biodiversity Offsets: KwaZulu-Natal Province, South Africa.
6. 2016. SANBI & DWS. Wetland Offsets: A Best Practice Guideline for South Africa. Published by the Water Research Commission. Available for download at www.wrc.org.za

SOUTH AFRICA?S FIFTH NATIONAL REPORT TO THE CONVENTION ON BIOLOGICAL DIVERSITY. 2014. https://www.cbd.int/doc/world/za/za-nr-05-en.pdf","The South-African province of the Western Cape set-up a framework
for offsetting impacts on biodiversity that does not aim for
no-net-loss (Brownlie and Botha, 2009). Offset requirements are
instead attached to an amount of acceptable loss of threatened
vegetation types within a region (Department of Environmental Affairs
and Development Planning, 2007) (Quieter et al. 2011).

Guidelines have been published for two of South Africa?s nine provinces: the Western
Cape (3) and KwaZulu-Natal (Error! Reference source not found.). The Western Cape?s
Department of Environmental Affairs and Development Planning (DEA&DP) has
developed guidelines for biodiversity specialist studies conducted as part of the EIA. In
2007, it also released an Information Document on Biodiversity Offsetsin 2007 (3).
DEA&DP is currently revising its guidance and has called for more research on public
finance and administration of the system (5). (Darbi et al. 2016). ",
South Africa,State,Africa,Yes,No,Yes,Explicit,Offset,Biodiversity,,Framework,2015,Provisional Guideline on Biodiversity Offsets - Revised Draft,"Offsets have been applied to existing native grasslands harbouring protected species (Dalang and Hersperger, 2010). (See Qu‚tier, 2011)","the emphasis is on adding priority habitats to the conservation estate,
rather than on achieving ?no net loss? in the strictest sense? (Brownlie and Botha, 2009).

Offsets must consider all significant impacts on biodiversity: direct, indirect and cumulative impacts.

The NSBA establishes status for terrestrial, inland water, estuarine and marine
ecosystems, protection levels and conservation priorities at a 1: 250000 scale
nationally and suggested implementation options for priority areas. It provides the
national context for development of biodiversity plans at the sub-national and local
scale. For each vegetation type a defensible target has been determined, based
on protecting 75% of species occurring in that vegetation type. Ecosystem status is
thus based on the percentage of the original area remaining untransformed in
relation to the biodiversity target, and a threshold for ecosystem functioning.
Conservation priority areas indicate where there is a need for finer scale planning,
expansion of the protected area system and integration of biodiversity-compatible
development and resource management across the landscape and seascape,
including on private and communal land (Brownlie and Botha 2009). ",,Established,,,"Department of Environmental Affairs and Development Planning. 2007. Provincial Guideline on Biodiversity Offsets. Republic of South Africa, Provincial Government of the Western Cape, Department of Environmental Affairs & Development Planning, Cape Town; Ekstrom et al., 2013; BBOP,2014; Brownlie and Botha 2009; Darbi et al. 2016;

https://www.westerncape.gov.za/eadp/files/atoms/files/DeadP4-Offsets%20Guideline%2025%20March%202015%20%27clean%27.pdf","South Africa?s environmental law requires adherence to the impact mitigation hierarchy (i.e. avoid, minimise and remedy adverse effects for biodiversity and ecosystems) but does not explicitly include offset requirements. However, the inclusion of biodiversity offsetting as a condition of authorisation for individual projects is enabled through the EIA regulations under the National Environment Management Act (NEMA 1998) (1, 2)...
Guidelines have been published for two of South Africa?s nine provinces: the Western Cape (3) and KwaZulu-Natal (Error! Reference source not found.). The Western Cape?s Department of Environmental Affairs and Development Planning (DEA&DP) has developed guidelines for biodiversity specialist studies conducted as part of the EIA. In 2007, it also released an Information Document on Biodiversity Offsetsin 2007 (3). DEA&DP is currently revising its guidance and has called for more research on public finance and administration of the system (5).
At the national level, a best practice guideline on wetland offsets has been published jointly by the South Afrivan National Biodiversity Institute (SANBI) and the Department of Water and Sanitation (DWS) (6). Furthermore, the Department of Environmental Affairs (DEA) in conjunction with South African National Biodiversity Institute (SANBI) is leading the development of a national biodiversity offset framework: A draft policy was produced in 2012 and revised in 2016 and is expected to be released for public consultation in 2016. (Darbi et al. 2016).

In 2014, the provincial offsetting guidelines were supplemented by the first national offset
guidelines, specifically for wetlands, produced by SANBI6
, which is intended to apply nationally,
rather than to a particular province. The wetland offsets guidelines are primarily aimed at the
water use authorisation process, either as part of an application for a Water Use Licence under
the National Water Act or as part of an EIA under the NEMA.
The goal of wetland offsetting is to ?achieve no net loss and preferably a net gain on the ground
with respect to water resources (focusing on the importance of wetlands for supporting water
resource management objectives, as well as people?s use and cultural values associated with
wetlands), ecosystem and habitat objectives (especially in terms of meeting national and local
objectives for habitat protection and avoiding worsening of ecosystem threat status), and species
of special concern (particular threatened, rare or keystone wetland species)?. This reflects the
fact that wetlands are among the small number of ecosystems in South Africa for which
restoration ? under specific conditions - is considered a feasible option and hence appropriately
designed and implemented offsets might be able to achieve NNL or net gain through restoration
interventions. The guidelines provide details of how to achieve NNL with regard to impacts on
aquatic systems and include how to calculate the residual impact of a development on water
resources, ecosystems and species and specify the methodology to be applied when
determining the type and scale of offset required. Like the provincial plans, they are triggered by
the identification of ?medium? to ?high? significance impacts on wetland ecosystems.
The guidelines allow for five types of offset activity, which can be implemented in combination:
legal protection of previously unprotected areas, activities that avert losses to an existing
wetland, rehabilitation, establishment of a new wetland or direct compensation to affected
parties. However, determination of the size of an appropriate offset is markedly more complex for
wetlands than for terrestrial ecosystems, with calculations based on Hydro-Geomorphic Units
and a range of multipliers based on the impacts on water resources and ecosystem services,
impacts on ecosystem conservation (including protection and threat status, regional context,
local site attributes such as connectivity) and impacts on specific species. (FFI 2016)

A national biodiversity offsets policy framework is being developed, to guide biodiversity offsets which are implemented regularly in South Africa as part of the environmental authorisation process. South Africa?s approach to biodiversity offsets is underpinned by ecosystem-level biodiversity targets and the identification of spatial biodiversity priorities through systematic biodiversity planning (FFI.

Biodiversity offsets policy framework:
A policy framework to guide the implementation of biodiversity offsets has been developed and is in
the process of being finalised. South Africa?s approach to biodiversity offsets involves trading loss of
biodiversity in one place for securing additional equivalent biodiversity in another place, along with
financial provision for the appropriate management of the area secured. This approach is
underpinned by biodiversity targets (see Question 5), and the identification of spatial biodiversity
priorities through systematic biodiversity planning. Biodiversity offsets are actioned only after all
options to avoid, minimise and rehabilitate impacts of development activities have been exhausted,
and a significant residual negative impact still remains. Biodiversity offsets are implemented
regularly in South Africa as part of the environmental authorisation process, and although some
provinces have policies or guidelines relating to biodiversity offsets, to date there has not been a
national policy on biodiversity offsets. South Africa is contributing actively to global debates on the
philosophy and implementation of biodiversity offsets.
Biodiversity offsets have seen increasing use in EIAs, as well as other natural resource use permitting
processes, such as water use license applications and permits to clear natural forests. Biodiversity
offsets have been required for a wide range of development activities, as offsets are related to the
significance of the impact, and not specific to types of development, but the predominant types of
development that have triggered biodiversity offsets are mining, infrastructure (specifically dams,
power lines and major roads), urban expansion and resort development. A few biodiversity offsets
have also been required for agricultural expansion. The total number of biodiversity offsets
implemented in South Africa is estimated at <50 to date. There is not yet a national register of
biodiversity offsets, and administration of biodiversity offsets is generally still weak. (5th CBD report 2014)",
